anjayy;
anje;
anjeng;anjing
anjer;
anjg;
anjig;
anjim;
anjin;
anjing;
anjingg;
anjink;
anjir;
anjirr;
anjlok;menurun
anjn;
ank;
anketika;ketika
ann;
annj;
annoyed;terganggu
annoying;mengganggu
annya;
another;lain
ansar;
ansih;
answer;menjawab
answered;menjawab
answers;menjawab
antarmuka;antar muka
antum;
anu;
anya;
anyakin;banyakkan
anying;apa saja
anyink;
anymore;lagi
anything;apa pun
anyy;setiap
anzas;
aowkaowk;
aowkwowk;
ap;
apaa;apa
apagi;apa lagi
apakahbagusya;apakah bagus
apalagu;apa lagi
apalg;apalagi
apalgi;apa lagi
apartemen;apartemen
apartment;apartemen
apasi;apa
apasih;apa
apasihh;apa
apdate;pembaruan
apded;perbarui
apdet;pembaruan
apdetan;pembaruan
apdete;pembaruan
apdute;pembaruan
ape;apa
apee;apa
apes;tidak beruntung
apik;epik
apk;aplikasi
apknya;aplikasinya
apky;aplikasinya
apl;aplikasi
aplagilah;apa lagi
aplgi;apalagi
aplikasini;aplikasi ini
aplkasi;aplikasi
aplout;mengunggah
app;aplikasi
appk;aplikasi
applikasi;aplikasi
apps;aplikasi
appx;aplikasinya
aps;
apsih;apa
apus;hapus
aq;aku
aqu;aku
ar;senjata
arahin;arahkan
aram;
arandompersonthatlikesthiscommentwillhaveawonderfulday;orang acak yang menyukai komentar ini akan memiliki hari yang indah
arangel;erangel
araska;
archangel;malaikat agung
area;daerah
arengel;erangel
arep;pergi
arigato;terima kasih
aril;
ariska;
armor;armor
army;tentara
arnold;
around;sekitar
asalam;
asault;serangan
ascenddan;kekuasaan
asek;seru
aselii;asli
asem;asam
asep;asap
asepnya;asapnya
aserkian;
ashu;
asiangpagikemaren;siang pagi kemarin
asik;seru
ask;bertanya
aspal;aspal
assalamualaikum;
assalamualikum;
assault;serangan
assist;membantu
assu;
asu;
asw;
asyek;seru
asyik;seru
atar;
atasi;mengatasi
atasin;mengatasi
ataudari;atau dari
ataw;atau
ath;
atik;
atitude;sikap
ato;
attachments;lampiran
atuh;saya
atupun;ataupun
atutentication;autentikasi
au;
aun;
aupdeat;pembaruan
auroranya;
autentication;autentikasi
authentication;autentikasi
authetication;autentikasi
authorization;otorisasi
auto;otomatis
automaticly;secara otomatis
automatis;otomatis
avatarny;avatarnya
avk;
aw;
awalawal;awal
away;jauh
awet;tahan lama
awikwok;
awkwkkw;
awkwkwkwk;
awm;senjata
awok;
awokawok;
awokawokawok;
awokwokwokwokwok;
awokwokwowkowkwowk;
awokwowkwoka;
aws;awas
axis;sumbu
aya;ada
ayahku;
ayangku;pacarku
aye;
aying;aku
aylh;ayolah
ayok;ayo
azab;akibat
azis;
azz;
ba;
baagus;bagus
bab;
babaji;pubg
babbab;
babg;
babi;
babii;
babji;pubg
baby;babi
back;kembali
bacodsiaa;banyak bicara
bacot;banyak bicara
bad;buruk
badahal;padahal
badmood;perasaan sedang buruk
bae;
baek;baik
bag;bug
bagaet;banget
bagaimna;bagaimana
bagat;banget
baget;banget
bagnya;bug
bagong;
bags;bug
bagt;banget
bagu;bagus
baguas;bagus
bagusaneh;bagus aneh
bagusbagus;bagus
bagusbanget;bagus banget
bagusberkelas;bagus berkelas
bagusin;baguskan
bagusinini;bagus ini
baguskarena;bagus karena
bagusmahal;bagus mahal
bagusmemori;bagus memori
bagusmi;bagus
baguss;bagus
bagussangat;bagus sangat
bagusselamat;bagus selamat
bagusseru;bagus seru
bagussi;bagus
bagustidak;bagus tidak
bagustolong;bagus tolong
bagut;bagus
bagy;buggy
bah;
baharu;pembaruan
bahus;bagus
bai;baik
baikbaik;baik
baikin;baikkan
baikpakai;baik pakai
baisanya;
bait;umpan
baiwan;
baji;
bajingn;bajingan
bajusenjata;baju senjata
bajuskin;baju skin
bak;
bakun;
bakus;bagus
balad;
balance;seimbang
balass;balas
balau;
balek;balik
bales;balas
balikin;balikkan
balikkin;kembalikan
balsan;balasan
bambang;
bamyak;banyak
ban;blokir
banak;banyak
banarr;
bancaan;
band;
banded;blokir
bandel;nakal
baned;blokir
baneg;blokir
banet;blokir
bang;
bangat;banget
bange;
banged;banget
bangeet;banget
bangetgimana;banget bagaimana
bangetngga;banget tidak
bangetnunggu;banget tunggu
bangett;banget
bangettapi;banget tapi
bangg;
bangget;banget
bangke;bangkai
bangkek;
bangsaat;
bangsat;
bangsatt;
bangt;banget
bangus;bagus
bann;blokir
banned;blokir
bannetd;blokir
bannya;blokirnya
banpan;sistem blokir
bansos;bantuan sosial
bantuanya;bantuannya
banya;banyak
banyagin;banyakkan
banyaj;banyak
banyakbesar;banyak besar
banyakin;banyakkan
banyakinzona;banyakkan zona
banyakya;banyaknya
banyangin;bayangkan
banyet;banget
banyk;banyak
banysk;banyak
baper;bawa perasaan
baperan;bawa perasaan
bar;
bareng;bersama
barettaspr;baretta spr
barmain;bermain
barudak;orang
barumain;baru main
barusan;baru
baruu;baru
basad;
basat;
base;basis
bastard;bajingan
bat;
batah;
batel;batal
batere;baterai
batgwt;
batle;pertarungan
batrai;baterai
batre;baterai
battle;pertarungan
battlefield;medan pertempuran
battleground;medan perang
battlegrounds;medan pertempuran
battlegroundsbattleroyale;medan pertempuran royale
battleroyal;battle royale
battleroyale;battle royale
bawak;bawa
bawasan;bawasan
bayak;banyak
bayakan;banyakkan
bayakseperti;banyak seperti
bayu;
bbaab;
bbb;
bbbfbdbhdhehnenehhejehehhrjrhdhdhhfhrhhrhrhrhrhhdhdhjejehdhjdhrhhdhbv;
bbi;
bbjgijfifjfufhfhfhghhgjgjgju;
bbrapa;beberapa
bcbbdhdhdhdhdhdhdhdhdhdhhdhdhdhdhdhdh;
bda;beda
bdg;
bdhdje;
bdiwnendhw;
bdmd;
bdnnya;badannya
beautiful;cantik
beberapakali;beberapa kali
beberapat;beberapa
bebku;
becasue;karena
becus;
bedain;bedakan
beera;
befkir;berpikir
beg;bug
beganti;berganti
begerak;bergerak
beget;banget
begin;mulai
beginner;pemula
begituan;begitu
bego;bodoh
beh;
bejalan;berjalan
bejalannya;berjalannya
bekbekbek;
beker;
bekerjasama;bekerja sama
belain;belakan
belasan;puluhan
beliajoor;
beliin;belikan
belom;belum
bembaruan;pembaruan
ben;blokir
benaer;benar
benahin;benahkan
benarbenar;benar
benari;benar
benarin;benarkan
benarkan;benar
bened;blokir
bener;benar
beneran;benarkan
benerbener;benar
benerin;benarnya
benerkan;benarkan
benet;blokir
benetd;blokir
benget;banget
bengke;
bengong;
ber;
bera;
berahir;berakhir
berak;
berasa;merasa
berasep;berasap
berasil;berhasil
beratdevice;berat perangkat
berati;berarti
beratin;beratkan
beratmohon;berat mohon
beratsaya;berat saya
beratt;berat
berattolong;berat tolong
beratu;beratur
berbedabeda;berbeda beda
berduit;uang
berenti;berhenti
beres;selesai
beresin;selesaikan
berfunsi;berfungsi
bergiga;gigabyte
berikam;berikan
beritahu;beri tahu
beritau;beri tahu
berjamjam;berjam jam
berkalai;berkalah
berkalikali;berkali kali
berkeliaran;berkeliaran
berkeliyaran;berkeliaran
berkerjasama;bekerja sama
berkometar;berkomentar
bermainpubg;bermain pubg
bermainya;bermainnya
bermasala;bermasalah
bernang;berenang
berotak;berpikir
berpengalam;pengalaman
berprilaku;berperilaku
berpuluhpuluh;berpuluh puluh
berpunsgi;berfungsi
bersenangsenang;bersenang
berserakan;serakah
bersihin;membersihkan
berspek;berspesifikasi
bertambahsetelah;bertambah setelah
bertambahtidak;bertambah tidak
bertammu;bertamu
bertamu;tamu
bertanyaamengapa;bertanya mengapa
bertarung;tarung
berterimakasih;terima kasih
bertmbah;bertambah
berubahentah;berubah entah
berulangulang;berulang
beruntungserver;beruntung server
berx;
bes;
besama;bersama
besarbesaran;besar
besarr;besar
besaru;besar
best;terbaik
besti;sahabat
betah;nyaman
bete;bosan
betek;
betel;betul
betmut;perasaan sedang buruk
betol;betul
betrom;
bett;
better;lebih baik
betulin;betulkan
betultapi;betul tapi
beuhh;
bg;
bgat;banget
bgd;
bget;banget
bgi;bagi
bgini;begini
bginj;
bgmna;bagaimana
bgo;bodoh
bgoo;bodoh
bgs;bagus
bgsd;
bgst;
bgt;banget
bgtt;banget
bgtu;begitu
bgus;bagus
bguskeren;bagus keren
bgusko;bagus
bguss;bagus
bhh;
bhwuuw;
biak;
biang;bilang
biarin;biarkan
biasaa;biasa
biasah;biasa
biasanamun;biasa namun
biasanormal;biasa normal
biasanyaa;biasanya
biasay;biasanya
bieber;
big;besar
bikang;wanita
bikim;buat
bikin;buat
bikinan;buat
bikinin;buat
bikinlah;buatlah
bilng;bilang
binatan;binatang
bindeng;
bingtang;bintang
binjat;
binta;bintang
bintan;bintang
bintangklau;bintang kalau
bintg;bintang
bisaa;bisa
bisabeli;bisa beli
bisabug;bisa bug
bisah;bisa
bisamain;bisa main
bisamasuk;bisa masuk
bismilah;
bismillah;
bissa;bisa
bit;sedikit
bitan;bintang
bitang;bintang
bitier;
biv;
biyar;biar
biyr;biar
bjir;
bkin;buat
bkn;bukan
bkon;
bla;
blablablabla;
black;hitam
blackscreen;layar hitam
blacpink;blackpink
blak;
blakpinky;black pink
blam;belum
blang;bilang
blank;kosong
bles;balas
blg;bilang
blh;boleh
blikin;kembalikan
blind;buta
blink;berkedip
blm;belum
blngn;bilangan
block;blokir
blom;belum
bls;balas
blue;biru
blum;belum
blurrt;
bndel;nakal
bner;benar
bnerin;benarkan
bng;
bngat;banget
bnget;banget
bngetsampe;banget sampai
bngga;bangga
bnggt;banget
bngh;banget
bngsad;
bngsat;
bngt;banget
bngunan;bangunan
bnr;benar
bntang;bintang
bntg;
bntng;
bntuannya;bantuannya
bnyak;banyak
bnyakn;banyakkan
bnyk;banyak
bo;
bob;
boboboyeah;
boc;
bocil;anak kecil
bocilbocil;
bodat;
bodi;badan
bodo;bodoh
body;badan
bodynya;badannya
boh;
bokeb;
bokef;
bokep;
bokong;dibelakang
bolah;boleh
bolak;balik
bole;boleh
bolehh;boleh
bolehin;bolehkan
bomb;bom
bongko;
bongkok;bungkuk
booming;ledakan
boong;bohong
boot;bot
booyah;
bored;bosan
boria;
boring;membosankan
boro;buru
borosberat;boros berat
bos;
bosen;bosan
bosku;
bosok;
boss;
bosster;pemacu
botaak;botak
botfps;bot fps
botny;botnya
botu;
box;kotak
boyah;
boyfriend;pacar
bp;
bpkb;buku pemilik kendaraan bermotor
bqink;
br;
brader;
brantas;berantas
brapa;berapa
bray;
brbr;
brcd;
bre;
breng;bersama
bright;cerah
bring;membawa
brkurang;berkurang
brmain;bermain
brmasalah;bermasalah
bro;
broh;
broken;rusak
brokenwal;belakang dinding
bron;
bronzegold;emas perunggu
broo;
brow;
browsing;menjelajah
brp;berapa
brpa;berapa
brrjrkrjrnridh;
brtmu;bertemu
bru;baru
brubah;berubah
bruk;
brust;ledakkan
bs;bisa
bs;
bsa;bisa
bthe;
btr;
btrafif;
bts;
btul;betul
btull;betul
btw;
bu;
buakar;bakar
buangbuang;buang
buar;buat
buatin;buatkan
bubarbubar;bubar
bubg;
bucinan;
budi;
budnya;bug
buga;
bugbug;bug
bugbugnya;bug
buged;bug
bugg;bug
bugglitch;kesalahan bug
bugh;bug
buglag;bug lag
buglagerorrdll;bug lag error dan lain lain
buglama;bug lama
bugny;bug
bugnya;bug
bugnyaa;bugnya
bugs;bug
bugtampilan;bug tampilan
bugtapi;bug tapi
bugtdm;bug tdm
bugus;bagus
bugx;bug
buk;
bukaa;buka
bukak;buka
buktiin;buktikan
bukya;bukanya
bullet;peluru
bullets;peluru
bully;intimidasi
buly;intimidasi
bundl;bundel
bundle;bundel
bungkuplisdi;tolong di
bup;bug
buq;bug
burick;grafis buruk
burig;grafis buruk
buriik;grafis buruk
burik;grafis buruk
buriki;grafik buruk
burikin;grafis buruk
burikk;grafis buruk
buriq;grafis buruk
burix;grafis buruk
burning;pembakaran
bursh;sikat
buruan;buru
buruq;buruk
burwik;grafis buruk
busa;
buset;
busett;
buskreta;bus kereta
bust;menyergap
butiq;
button;tombol
butuhin;butuhkan
butut;tua
buug;bug
buy;membeli
bwah;bawah
bwak;bawa
bwerakbasah;
bwt;buat
bwtt;
bx;
byak;banyak
byar;bayar
byasa;biasa
byasanya;biasanya
byee;selamat tinggal
byk;banyak
byknya;banyaknya
bypass;jalan pintas
ca;
caba;coba
cacaat;
cacad;
cacat;cupu
caht;
cairin;cairkan
cakepufeffgood;bagus
cal;call
call;panggilan
cam;
cambek;kembali
came;telah datang
camera;kamera
camp;kamp
camper;
campers;berkemah
cancel;kembali
cant;tidak bisa
capacity;kapasitas
capat;cepat
cape;lelah
capek;lelah
caper;cari perhatian
caption;keterangan
capture;menangkap
card;kartu
care;peduli
cause;sebab
cb;
cbalagi;coba lagi
cblhhcjlcdjgxkjfxjfxkdvdv;
ccvcv;
ccvcv;bcbbdhdhdhdhdhdhdhdhdhdhhdhdhdhdhdhdh
cd;
cdoain;doakan
cdom;
ceat;cheat
ceater;cheat
ceather;cheat
ceb;
cek;memeriksa
ceklist;memeriksa daftar
cellphone;telepon selular
cellular;selular
cepatin;cepatkan
cepatterima;cepat terima
cepet;cepat
cepetkan;cepatkan
cepset;chipset
ceritany;ceritanya
cewe;wanita
cewek;wanita
ceweknya;wanitanya
cfyhuyu;
cggfjogg;
chaet;cheat
chalengs;tantangan
chancenya;peluangnya
change;mengubah
channel;saluran
chapter;cerita
characte;karakter
character;karakter
characterakhirnya;karakter akhirnya
characternya;karakternya
characters;karakter
charnya;akunnya
chat;komunikasi
chatter;cheat
chead;cheat
chear;suka
cheatapk;cheat aplikasi
cheated;cheat
cheater;cheat
cheaternya;penipu
cheaters;cheat
cheatfile;cheat file
cheather;cheat
cheatkenapa;cheat kenapa
cheatnya;cheat
cheats;cheat
cheatter;cheat
check;memeriksa
cheer;sorak
chelsi;
chenel;saluran
cherpark;taman sorak
ches;
chess;catur
chester;
chet;cheat
cheter;penipu
cheternya;cheat
cheting;cheat
chicken;ayam
chickendinner;makan malam ayam
chiken;ayam
chikenya;ayamnya
china;cina
chipsetnya;chipset
chit;cheat
chiter;penipu
chiternya;chiternya
chitr;cheat
chitter;penipu
chrossair;bidikan
cie;
ciether;cheat
cih;
cik;
cikem;ayam
ciken;ayam
cikhenturun;turun
cil;
cimtak;
cinematic;sinematik
cipsat;chipset
cipset;chipset
cit;cheat
citer;cheat
citersnya;cheat
cjtmf;
ckenapa;kenapa
ckup;cukup
clarity;kejelasan
clas;kelas
clasic;klasik
clasictdm;klasik pertandingan kematian tim
classic;klasik
classicsupply;pasokan klasik
classik;klasik
clean;bersih
cleur;jernih
clever;cerdik
click;klik
clip;klip
close;menutup
closed;tutup
clutch;kopling
cluthc;
cm;
cma;hanya
cman;hanya
cmn;hanya
co;
cob;coba
cob;
cobadulu;coba dulu
cobah;coba
cobain;coba
cobak;coba
cobala;cobalah
cobasih;coba
cobdulu;coba dulu
cobra;kobra
coco;
code;kode
coeg;
coil;
coin;koin
cok;
cokk;
colab;kolaborasi
colaboration;kolaborasi
colii;
collab;kolaborasi
collabs;kolaborasi
colli;
color;warna
coman;
comback;kembali
combat;tempur
combeck;kembali
come;datang
comeback;kembali
comen;komentar
coment;komentar
comfort;kenyamanan
comfortable;nyaman
coming;yang akan datang
comment;komentar
comments;komentar
company;perusahaan
competitive;kompetitif
compiling;kompilasi
complain;mengeluh
concert;konser
concu;penakluk
concueror;penakluk
conek;koneksi
config;konfigurasi
connect;menghubung
connection;koneksi
connections;koneksi
conqu;penaklukan
conquer;penaklukan
conqueror;penakluk
conquerror;penaklukan
contact;kontak
continue;melanjutkan
control;kontrol
cook;
cool;keren
copicop;
corp;perusahaan
corupted;rusak
cos;
cost;biaya
costum;kostum
costune;kostum
could;bisa
countdown;hitung mundur
counter;menangkal
coupon;kupon
coustum;kostum
cowk;laki laki
cowo;laki laki
cowok;laki laki
coy;
cp;
cpat;cepat
cpek;lelah
cpet;cepat
cpt;cepat
cpu;
crafton;krafton
crapton;kraftton
crash;menabrak
crated;peti
crates;peti
creat;peti
creativ;kreatif
cringe;jijik
critanya;ceritanya
crnya;caranya
crosshair;target bidik
crot;
crown;mahkota
cs;costumer service
cspubgm;layanan pelanggan pubg
ctmcucutmymcucmtucmhfmcumfy;
cu;
cuaks;
cuan;uang
cuba;coba
cufhfibfjfbffbfjfnfj;
cuih;
cuk;
cuku;cukup
cukut;cukup
cuma;hanya
cumaa;hanya
cumak;hanya
cumam;hanya
cuman;hanya
cumen;hanya
curangboss;curang
curangkenapa;curang kenapa
current;saat ini
custom;kustom
customer;pelanggan
customerplayer;pemain pelanggan
cuwaw;
cuy;
cuyy;
cwe;wanita
cx;
cxxcx;
cyy;
da;
daah;sudah
daah;
daapt;dapat
dach;
dah;sudah
dahh;sudah
dahlah;sudahlah
dahsetalah;sudah setelah
dai;
dajjal;
daki;
dal;
dalame;dalam
dalem;dalam
daleman;dalam
damage;kerusakan
damagenya;kerusakannya
dameg;kerusakan
danang;
dancok;
dang;
dangan;
dangat;sangat
danmenikmati;dan menikmati
danta;
dapa;dapat
dapan;depan
dapatkm;dapat kamu
dapet;dapat
dapetin;dapatkan
dapetnya;dapatnya
dapettin;dapatkan
dar;
darigrafikmantaptapimasalahnyaadabugygharusandatanganikatakbugdamagekekgitulahtapidarisisigrafikmantap;dari grafis bagus sekali tapi masalahnya ada bug yang harus anda tangani kata bug kerusakan seperti begitulah tapi dari sisi grafis bagus sekali
darimana;dari mana
date;tanggal
datta;data
dattanya;datanya
dauload;mengunduh
daulod;mengunduh
davce;perangkat
daveloper;pengembang
day;hari
dayah;sudah
daynight;siang malam
days;hari
dbs;
dbwh;dibawah
dc;memutuskan
ddikit;sedikit
dds;
de;
dead;mati
deang;
dear;terhormat
deat;mati
deathmach;pertandingan kematian
deathmatch;pertandingan kematian
deatmacth;pertandingan kematian
deatt;mati
dech;
dedgem;mati game
defelopers;pengembang
deflop;pengembang
defloper;pengembang
defoloper;pengembang
degan;dengan
deh;
dehh;
deit;
dek;
deket;dekat
delay;terlambat
delaydan;lambat dan
delet;hapus
delete;hapus
deleted;hapus
delev;pengembang
delevoper;pengembang
delfofer;pengembang
delivery;pengiriman
delvorepe;pengembang
dely;lambat
demage;kerusakan
demek;kerusakan
demge;kerusakan
dencend;
dendangkan;
dengen;dengan
denger;dengar
dengerin;dengarkan
dengn;dengan
dep;
depeding;tergantung
depeloper;pengembang
depelopernya;pengembangnya
depelover;pengembang
depending;tergantung
deplo;pengembang
deploper;pengembang
deplover;pengembang
depolepernya;pengembangnya
depoloper;pengembang
depovoler;pengembang
desainer;perancang
descendsekian;turun cukup
desert;gurun
desing;
deston;
destroyed;hancur
det;
detect;deteksi
detikmaaf;detik maaf
deus;
dev;
devaloper;pengembang
devalovers;pengembang
develepor;pengembang
develop;pengembang
developed;pengembang
developer;pengembang
developernya;pengembangnya
developerr;pengembang
developers;pengembang
developertolong;pengembang tolong
development;perkembangan
developor;pengembang
developper;pengembang
develover;pengembang
deveroper;pengembang
devic;perangkat
device;perangkat
devicehandphone;perangkat telepon seluler
devicenya;perangkatnya
devices;perangkat
devict;perangkat
devis;perangkat
devise;merancang
devisi;perangkat
devlo;pengembang
devloper;pengembang
devoleper;pengembang
devoler;pengembang
devolever;pengembang
devolfer;pengembang
devoloper;pengembang
devolopers;pengembang
devolover;pengembang
devolovers;pengembang
devolper;pengembang
devvloper;pengembang
dey;
df;
dg;
dgame;di game
dgan;dengan
dgdgdgdgdgdgdgsggdgdgdg;
dgfdggddfttsd;
dgn;dengan
dgsggsgdgdg;
dh;
dhbdne;
dhdhhdhdhdhdhhdhdhdhdhdhehhehdhhehehhdhdhhdgdggdgdgdgdgdgdggdgdgdggdgdgdgdgdggdgdgdgdg;
dhilangkan;dihilangkan
dhla;sudahlah
dhlah;sudahlah
diamainin;mainkan
diamin;diamkan
diamon;berlian
diamond;diamond
diamond;berlian
diandelin;diandalkan
diapusterima;di hapus terima
dibagusin;dibaguskan
dibaikin;dibaiki
dibales;dibalas
diban;di blokir
dibandingin;dibandingkan
dibanned;diblokir
dibanyakin;dibanyakkan
dibataa;dibatas
diben;diblokir
dibenerin;dibenarkan
dibenerinlah;dibenarkan
diber;
diberbaiki;diperbaiki
dibetuk;dibentuk
dibetulin;dibetulkan
dibikin;dibuat
diblokir;blokir
dibuff;di buff
dibukamhon;di buka mohon
diclasik;di klasik
didalm;di dalam
dideketin;didekatkan
didi;
didownload;mengunduh
die;mati
died;mati
diem;diam
diemin;diamkan
dierangel;di erangel
different;berbeda
difficult;sukar
difficulty;kesukaran
difix;di tetap
digame;di game
digerakan;digerakkan
digratisin;digratiskan
digronhus;
digulunggulung;digulung
digunain;digunakan
dih;
dihack;di retas
dihandphone;di telepon seluler
dihilangin;dihilangkan
dihold;di tahan
dihp;di telepon seluler
diinstal;di instal
diizinin;diizinkan
dijaringan;di sinyal
dijaringanpadahal;di jaringan padahal
dijddjjejdiddjdkdkdkekdk;
dikarakin;di karakin
dikasi;dikasih
dikatain;dikatakan
dikecilin;dikecilkan
dikeluarin;dikeluarkan
dikeranakan;dikarenakan
diketemukan;ketemu
dikit;sedikit
dikitdikit;sedikit
dikitin;sedikit
dikitmilih;sedikit pilih
dikitu;sedikit itu
dikluarin;dikeluarkan
diknock;dijatuhkan
dikurangi;di kurangi
dikurangin;dikurangkan
dilamain;dilamakan
dilaporin;dilaporkan
dile;terlambat
dilivik;di livik
diloading;memuat
diloadingscreen;dimemuat layar
dilobby;di lobi
dilogin;di masuk
diloginin;di masukkan
dilu;
dim;
dimaan;dimana
dimaikan;dimainkan
dimainin;dimainkan
dimainnin;dimainkan
dimakancacingobatsesaknapas;dimakan cacing obat sesak napas
dimaklumi;maklum
dimanamana;dimana
dimap;di peta
dimas;
dimengerti;di mengerti
dimensity;dimensi
dimidstein;di midstein
diminimalisir;meminimalkan
dimna;dimana
dimurahin;dimurahkan
dimusim;musim
dinaikin;dinaikkan
diner;makan malam
dinerf;diperbaiki
dinernaik;dinaik
dinglod;mengunduh
dinner;makan malam
dinwlod;mengunduh
dipencet;di tekan
dipentingin;dipentingkan
diper;
diperbaharui;baharu
diperbaikin;diperbaiki
diperbaikisangat;diperbaiki sangat
diperbaruin;diperbarui
diperbayakan;diperbanyakkan
diperbikin;diperbuat
diperhatikan;di perhatikan
diperjelasin;dijelaskan
dipersulit;sulit
dipgang;dipegang
dipikirin;dipikirkan
diplayer;dipemain
diplover;pengembang
dipreoritaskan;diprioritaskan
dipubg;di pubg
dipulangin;dipulangkan
dirank;peringkat
direcall;dihidupkan kembali
directly;secara langsung
director;direktur
direfres;menyegarkan
direport;dilaporkan
direset;mengatur ulang
direspon;ditanggapi
diringan;ringan
diringanin;diringankan
diringkatkan;ditingkatkan
diripot;dilaporkan
dirobah;diubah
dirugiin;dirugikan
dis;
disable;dinonaktifkan
disabled;dinonaktifkan
disalahin;disalahkan
disappointed;kecewa
disaran;di saran
disatuin;disatukan
disayangngkan;disayangkan
discon;memutuskan
disconect;memutuskan
disconnect;memutuskan
discrimination;diskriminasi
disebelah;di samping
disitu;disana
diskonek;memutuskan
dislike;tidak suka
disni;disini
display;tampilan
dissapointed;kecewa
disturbing;mengganggu
disuru;disuruh
ditambah;tambah
ditambahin;ditambahkan
ditambahkanya;ditambahkan
ditap;mengetuk
ditaro;ditaruh
ditembakin;ditembakkan
ditentuin;ditentukan
ditindaklanjuti;di tindak lanjuti
ditinggalin;ditinggalkan
ditinggalkan;tinggal
ditower;di menara
ditraining;di pelatihan
ditukangi;dibuat
diturunin;diturunkan
diunbind;tidak dikaitkan
diupdate;di perbarui
diupdatedan;diperbarui dan
diupgrade;ditingkatkan
diupgred;ditingkatkan
diurusin;diurus
divce;perangkat
divece;perangkat
dives;perangkat
divice;perangkat
diviu;
diwnload;mengunduh
dj;
djdnd;
djrd;
djudndkhd;
dk;
dkd;
dkit;sedikit
dl;
dlam;dalam
dll;dan lain lain
dlltapi;tapi
dllu;pertama
dlm;dalam
dlu;dulu
dluh;dulu
dlusaya;dulu saya
dm;
dmana;dimana
dmn;dimana
dn;
dngan;dengan
dngn;dengan
dnwload;mengunduh
dnwold;mengunduh
doakan;doa
doang;saja
doanggimana;bagaimana
doangsaya;saja saya
doangu;saja
doank;saja
doank;
doankk;saja
dodol;
dodolbanyakin;banyakkan
dodoljangan;jangan
doi;pacar
dok;
dolanan;mainan
dollot;mengunduh
dolo;dulu
doload;mengunduh
dolot;mengunduh
domination;dominasi
dominator;penguasa
dondlowd;mengunduh
doneloadd;mengunduh
dongbang;saja
dongbiar;saja biar
donge;saja
dongg;saja
dongkami;saja kami
dongloat;mengunduh
donglod;mengunduh
donglot;mengunduh
donglwod;mengunduh
dongo;bodoh
dongwlod;mengunduh
donk;saja
donkk;saja
donld;mengunduh
donload;mengunduh
donloade;mengunduh
