content,sentiment
Gamenya sebenarnya udah bagus.untuk kedepannya.tolong untuk mode squad.invitenya itu dipermudah bagi akun tamu.saya udah invite temen saya kok gak bisa.tolong dipernudah.Agar Akun Tamu Bisa Invite Akun Pubg Yang Udah Tertaut Media Sosial Di Mode Squad Atau Duo.Untuk Matchmakingnya Juga Jangan Dilambatkan,2
Tolong berikan optimasi fps pada ponsel pintar di menengah kebawah,0
Tambah update tambah aneh sana puubg nya,0
Woii Tencent kok aku gak pernah dapet skin m4. Pelit bgt kau sama aku Tencent,1
"Boleh di katakan game ini sudah terlalu berat..pihak pubg hanya memikirkan update"" tidak penting sedangkan pokok permasalahanya itu adalah kemampuan device para pemain yang tidak cukup ruang penyimpanan.akan banyak para pemain yang akan pensi liat saja",0
Tolong dong PUBG MOBILE LITE DI RILIS DI NEGARA INDONESIA TOLONG SEGERA,0
"Game cacat, arcade ngebug nonton diri sendiri, gak bisa di gerak in",0
"kalo terasa berat dan lag, ganti hp kalo nggak sanggup jangan main pake hp kentang, karena bakal bikin pusing, soalnya ini game bukan untuk hp kentang🤣🤣🤣🤣🤣🤣",2
Good,2
GAME NYA BAGUSS BANGETTTT WAJIB DI DOWNLOAD EVENT NYA KEREN²,2
"Mohon maaf nih,baru instal kok ngga bisa tersambung ke user FB ya,udah update terbaru juga ngga bisa",0
"Bnyak ngebug, spectators , sma klo di tlfn msuk pertmpuran gak bisa pegang snjata",0
Haram,0
"Semua nya bagus, dan untuk pemain curang nya mohon di perketan",2
Males di download nya doang lama,1
Untuk pihak krafton kenapa saya ga bisa masuk ke pertandingan padahal jaringan saya bagus mohon perbaikannya,1
Gak bisa di donlowad udh selesai selalu pile tambahan trus,0
Seru sih tapi hp ram 3 bisa apa mau meledak rasanya,1
kentot,0
as,1
Ga tau knp ngasi bintang lima,2
"Halo pubg mobile, mohon info kenapa akun saya tiba-tiba keluar sendiri ketika ingin login lagi malah enggak bisa masuk ke akun gue padahal akun gue gak kenapa-kenapa wooyyy",0
Gife alok om,1
Belum updatee..kapan device apk bisa updatee,2
"kenapa setiap baru update saya gk bisa masuk ke match?cuma stuck di loading doang, dari 3 patch yg lalu setiap update ada aja bug kaya gini",1
Semakin lama semakin kentang hp ku,0
males kambek ga bisa login pake fb,0
Kebanyakan apdet malah jdi lebih buruk,1
Tambah berat gemnya,0
PUBG yg tadinya main randem asik sekarang sangatlah buruk. Terlalu banyak bug pula chit esp makin banyak😤😤,0
"game semakin berat buat hp kentang gw, dan kembalikan pubg lite!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",0
mantap mantap,2
"Game ini bagus banget kata orang² haram, haram darimananya",2
bagus kali saya sukak kali pubg mibiLi 😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎,2
Hp saya patah² dan suka ngeblag nge frame 😌😌😌😌😌,0
Semua sudah bagus.. Saya suka,2
🎰hokky game_🎰🙌🙌,1
"Tolong diperbaiki pada suara audio kualitas high atau tinggi yang mana suara tembakan dan step musuh susah dan tidak enak didengar, Terima Kasih",1
Coba dong. Sekarang kok frame drop mulu,1
Lumayan,2
"Mantap bos game nya, satu aj kekurangan nya klo udh kena tembak kita tdk bisa ngapa""in lg, ngobatin diri sendiri aj tdk bisa apa lg mau melawan sayang sekali bos...",1
Banyak bug dan temen banyakan afk Dan mohon utuk diperbaiki,1
"Admin kok tiba"" Saya gk bisa maen sii,padahal game saya gk ada salah apa""",0
"SUMPAH GARA GARA MISI RP YANG MAKIN RUMIT JADI MALAS MAIN, AKHIR AKHIR INI. DIPERMUDAH LAGI NAPA. AYOLAH BIAR BISA SEMANGAT LAGI MAINNYA.",0
Kembalikan pubg jaman dulu min😞😞,0
"gameplay nya sih lumayan oke tapi bug nya, terutama di bug spectator ketika kita ga bisa spectator temen, pas udah di recall jadi ga bisa malah kena bug recal dan berkahir ga bisa ngapa ngapain(terutama di event event pubg), sy berharap pihak pubg segera memperbaiki bug bug yang ada di pubg agar kita bisa enjoy saat main",1
Di coba dulu kalo ok baru bintang 5,1
"Knepa gw update udah100% kok gak bisa Sih"" tolong lh"" knapa gak bisa ini game"" udah rusak ap??",1
Terlalu banyak update tapi sama aja kaya yang biasa²nya malah makin ga jelas updateanya,1
Kurang seru,0
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,2
Boros kuota ajg,0
Ijun uci.,1
Ntapss cuy,1
"Game fps yg terlalu mudah , kebanyakan bot atau AI",2
Kenapa pada saya buka pubg sellu bilng rusak kira2 apa penyebabnya,1
Baik,2
semakin kesini gamenya semakin aneh...,1
Bewan epep min,0
Masok poll,2
"Yyy,in gemex seru tpi banyak sekali klu updet",1
Ko evennya ada kemiripan sma FF adehhh jadi najis dah nih masa ngikutin game burik 8bit😭,1
"Ini game haram ,jngn donlod plis ,nyesel nanti ,menuhin memori ,ngeleg abis ,musuh citer semua ,untuk depeloper tolong sadar ya ,game mu bnyk kekurangan ,klo bisa di hapus aj game nya ,jngn pernah lagi post game kayak gini,abisin kuota ,ini ya saya vidio in nge un install ni game,",0
"Tolong masalah koneksi di perbaiki, karena selalu relog ulang di karenakan koneksi buruk, padahal koneksinya bagus, jadi tolong perbaiki pingnya agar lebih cepat lagi koneksinya Trimakasih...",1
Gua pensi.. hp udah gak sanggup lagi semenjak update malah tambah ngefrem.. buat PUBG makasih udah 3tahun menemani.. See Youu,0
"Semakin kesini PUBG MOBILE semakin kurang bagus. Saat dalam permainan terjadi BUG,tiba-tiba koneksi server terputus mendadak,dan yang lebih tidak menyenangkan adalah saat MATCHMAKING,tertera dibawahnya sekian detik,ternyata matchmaking bisa memakan waktu sampai beberapa menit,bahkan ada yg sampai belasan menit menunggu. Kejadia seperti ini sungguh mengganggu kenyaman dlm bermain,semoga hal ini tidak terjadi lagi dikemudian hari,dan semoga pihak development segera mengatasinya. Terima kasih",2
"Kenapa setiap pertama maen selalu nge fresh setelah update, tolong diperbaiki min👍",0
"Install 3 kali gagal terus padahal sudah download 100% , bug apa ini??? Tolong di fix developeeer",0
Burik,0
"Game Ini Memang Sudah Bagus Tapi Tolong Ukuran Gamenya Di Perkecilkan Lagi,Karna Dapat Memperberat Hp,Dan Bug-Bug Tolong Di Update",1
"KENAPA KAMU PUBG REDZONE NYA NGARAH SAYA TERUS? PADAHAL MAP LUAS KENAPA HARUS DI SAYA TERUS ? SAYA KECEWA KE KAMU. AKU BETE SAMA KAMU POKOKNYA, CAPE "" AKU HABISIN BELASAN JUTA BUAT KAMU KAYA TAPI KAMU GITU FEED BACKNYA KE AKU ?",0
setelah update selalu banyak bug. tolong perbaiki & jangan terlalu banyak event gak penting,2
Saya berharap setelah saya mendownload nya ini tidak ngelek,2
"Ping tinggi? Sudah lama bermain, tapi setelah diupgrade malah seperti itu. Ya sudah, mungkin sudah saatnya meninggalkanmu. Gamemu memang bagus, tapi sekarang tingkatan golongan player juga makin naik. Selamat 👏",0
"Saya mendapati masalah kegagalan saat masuk via twiter, tolong di perbaiki",0
Tolong lah kalo update jgn dihapus lagi dong file2 dan data resource pack nya saya males sama Tencent ini setiap update besar2an pasti data2 nya ilang lagi harus ngulang lagi dari awal dikira kaga nguras kuota sama penyimpanan mana setiap update. jgn di hapus data2 biarin aja cuma tambah aja ini mah kaga bikin kesel mana map ilang semua kan ajg,0
Tencent oh Tencent bikin game itu yang bener dong masak bug bug ga di benerin sih sama gameplay skrng jelek banget gimana sih Tencent makin kesini makan aneh collab aja sana sama ff,0
Kecewa mending egk usah buat mode fpp only klu mau main z tidak dapat match ny,1
"Game sama grafiknya udah bagus tapi pas gw download map arena itu udah selesai tapi masih harus download lagi,tapi ga bisa di download ngestuck di angka itu, terus pas di chek di download datanya udah centang itu gimana ya cara ngatasinnya soalnya bosen main erangel Mulu,tolong di bantu ya 🙏🙏",1
Burik kali 🤣🤣🤣🤣🤣,0
Napa SIH LEG TRUS DI GAME TADAHAL SINYAL GUA 4G+ ANJ KURANG AJAR INI GAME DAH HARAM PULAH,1
Semoga pubg bisa balik dijaman colab bareng Alan Walker yg masih bersih dari cheater dan balik dengan kapasitas yg lebih memungkinkan lagi untuk hp ram 4,1
Game nya bagus tapi banyak bug nya 😔,2
Pubg saya minta maaf kerana ada sebuah orang curang dan slalu menenbak dengan curang seperti dari belakang,0
Kecewa main sekarang banyak bug gk jelas game makin berat tapi permainan mkin gak jelas,1
bagusss,2
Mantap,2
terlalu banyak dan sering bag di arena,1
Mohon pihak pubg patung yg ada dalam geme hilangkan.,0
Rusak lama lama game nya....... Udah keluar laga masih keitung bermain kocak minus gak ngotak Plus gak imbang,0
Setelah update.. Di jaringan. Sama pingnya tingi banget. Tolong di survay lg dong kaka. Biarr pleyer pubg nyaman. Untuk bermain gemess..,2
Gamee ny makin berat aja,0
"Kenapa harus ada jaring spider dalam permainan ini,menurut saya ini sangat berlebihan,apakah ada dalam peperangan seseorg bisa mengeluarkan jaring spider meski sakti mandraguna",0
Ahhhhh,2
Keseringan update udah ukurannya besar pula,0
Beliau ini makin ke sini makin ke sana.,0
Lumayan suka tapi juga agak sedikit gak suka,1
Terlalu sulit untukpemula,2
Game dengan tingkat error super tinggi,0
"Tolong diperbaiki lagi grafiknya, kalau saya turun dari pesawat kok rumah sama bukit masih jadi agar** y, sama kadang berenang sendiri diair, padahal lagi ditanah, masa bisa berenang",1
Game terbagus dalam dunia game🔥,0
Makin kesini size-nya makin gede,0
"Tolong segera di perbaiki bug recall dan bug tdm Terlebih lagi saya pemain lama,tentunya saya kecewa akan hal itu.Tolong hapus fitur fitur atau update yang tidak berguna karena itu sangat berpengaruh pada penyimpanan handphone saya,tolong kepada pihak PUBGM agar update tidak perlu besar besar,saya memohon agar kedepan dan seterusnya update tidak berukuran besar (300mb) masih kurang kecil",1
Tolong untuk devoloper maaf reting nya 2 karna saya tidak bisa masuk ke server setiap log in pasti akan ada pemberitahuan server tidak di dukung tolong segera di perbaiki server atau apa nya itu sangat mengngganggu saat bermain,0
"Game haram ,game burik, mb besar +pemainnya dikit Jan Sok Keras",1
"Update yang sangat tidak memuaskan, 1. Bug suara teman kadang hilang pas main. 2. Damage tiap senjata gak ngotak, ditembak beberapa kali udah knock mau pake senjata apapun itu walaupun jarak jauh. Gak seperti update sebelumnya. 3. Ngeloot lambat, cepat sedikit gerak auto ketinggalan tuh loot nya. 4. Bangunan kenapa diubah, terus Ystad kenapa dihapus?????? Update paling mengecewakan untuk pertama kalinya sepanjang saya main game ini. Sorry bintang nya saya kasih 2 aja setelah sebelumnya 5",0
Hp kentang belum bisa main,1
Pake konfig pelancar juga di banned 😭😥 Saya ucapkan selamat tinggal kepada pubg mobile. Terima kasih atas permainan yg seru mulai season 2. Saya akan pensiun untuk kedepannya. 👋👋👋,1
"Admin kontollll,tolong dong frame ny kelewatan",0
Makin kesini makin berat aja ni game jadi frame drop tiap ketemu musuh mohon ringanin lagi gamenya.,1
Bagus tapi i love uuu,2
Mohon di perkecil lagi size game nya ...,1
Ok,2
kepada level infinite tolong hapus sistem deteksi emulator karena saya main di ldplay matchmakingnya sampe 15 menit dan itupun gagal matchmakijg kalau di gameloop bisa cuman yaa gameloop trlalu berat lah. segitu dari saya mohon di tindak,1
gameplaynya bagus tapi tolong kenapa akun saya dan teman saya diban selama 10 tahun padahal kami tidak pernah memasang cheat/aplikasi pihak ketiga lainnya tolong ditindak lanjuti ya makasih....,1
Game kok mati kena azab Situ nyembah Allah apa nyembah berhala Hahaha,2
Kenapa setiap uninstal tros instal lagi suka stuk logo tencen tros keluar lagi ini sangat mengecewakan😞,1
Kenapa suara mobil ku nggak ada bang pas main apa lagi masuk di latihan tembakan tidak suara mobilnya bang,1
Tolong dong kembaliin fitur matikan otomatis,1
"Kapan ini metro royal ada lagi min,,, Seruan metro royal menurut saya mah min,,",1
Grafik mantap,2
Bug spectator dan Bug suara hd yg jadi suara ultra hd tolong di fix,0
Mulai dri season 1 sampai season 6 .. udah gak seru pupgm sekarang.. Maaf saya turunkan rate nya,1
gameplaynya bagus tapi tolong kenapa akun saya dan teman saya diban selama 10 tahun padahal kami tidak pernah memasang cheat/aplikasi pihak ketiga lainnya tolong ditindak lanjuti ya makasih....,1
Gamenya makin update makin berat,1
Buat kau ya pubg kalok ganti server sama ganti Region jangan tunggu 60 hari lah kasian orang yang nunggu lama lama tapi kepencet lagi server lain kak kasian jadi tolong jangan kasih 60 minimal 5 hari lah ngapa,0
Game kena azab wkwkwkwk,2
Sejak saya update mini 13 bug gyro trus mohon di perbaiki terlebih dahulu terimakasii,0
Gamenya tlong di perbaiki dong kok bnyak kali bugnyaa mhon di respon krafton🙏🙏,0
"Setiap masuk game selalu nge bug, pas update seasons susah sekali main tdm sama rank, pasti pas dah masuk game pasti seperti gagal login 🤦‍♂️",1
Gem nya sedikit bagus tapi gem nya haram dan terlalu susah dang donlot data nya lamabanget 😳,1
Bagus banget gamenya ngak kaya sebelah ngak ad pint...,2
"Kebanyakan update, semakin baru bug nya semakin menjadi, kasih solusi untuk frame rate mid-range kebawah",0
KATANYA LEBIH 1M TAPIKOK G 1M PLAYER SIH!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!¡!!!!!!!@NJ@1,2
Gamenya bagus lumayan tapi ada bug sedikit terus sama koneksinya padahal sinyal saya baik baik aja plis tong di perbaiki,1
fufjih yg sekanrang tdaks kyk ygh duluw,1
"makin update makin banyak tombolnya, agak risih sama tombol"" yang kurang berguna, bagusih sebenarnya cuma tombolnya terlalu mengganggu",1
PUBG bisa buat HP J2 Prime gak?,1
Stiap pembaruan pasti besar.bikin hp mkin berat.cpat panas,1
Shabat 6hcg,2
Royal pass kurang bagus lagi untuk free RP itu itu saja gk pernah M4 atau M762,1
Aku suka game iniiiiiiiiiiii,1
Siap dwonload kok gak bisa masuk kenak obb servis,0
Bug,1
No coment,1
knpa sekrang tidak sesuai rim lawan ngri bget main nya sedangkan tim gw bgeri bget adu bcut nya gini amat ya jdi solo rank ngk ktemu tim bcut mlh ktmu tim apk tolonglah klo afk jgn krdit sekor dowang kasih 7hri tidak bisa main rank mungkin ngk ad ktemu lgi dirank. udh sekesai donlodbknpa resure itu sllu muncul selesai game,2
geme gk laris deck,0
Loh sekarang bukan tencent ya dev nya? Apa ini penyebab semua bug bermunculan? Saya kira dev perlu belajar banyak dari dev sebelumnya Benahi sebelum semua nya MOVE dari game yg sebenarnya menarik,2
saya masih kasih bintang 3 karena suka gamemya tapi saya ada keluhan dan bug di erangel saya lagi terjun payung menuju pochinki saat mendarat saya kembali seperti mendarat 2 kali dan mendaratnya tetap terbang meskipun udah di tanah tolong developer update gamenya tapi jangan terlalu banyak soalnya perlu hapus game kesukaan saya juga nomor 2 asphalt 8 yang game yang sebelumnya didownload sebelum PUBG di didownload dan tolong deathmatchnya juga gak bug juga developer yang di singapura,1
Ok dah,2
Bgus,0
Coba dulu,2
"frame rate terlalu berat, terlalu banyak event ping ga stabil",0
Kena trol bom tim sendiri babi sekedar report doang kurang lah,2
Kok game pubg ini pas saya mau masuk ke game ya malah keluar,1
Pls bug dan ukuran nya di perkecil karna hp low spek mau main juga ni game,2
"Aku suka aplikasi ini, tapi bisa gak data2 nya agak d turungin, soalnya hp saya cuman ram 3",0
Idih sumpah klo main game pubg mobile nyesek punya hp android biar ram kalian gede Frame drop & lag yg tinggi aja bikin rusuh ajink 👎 percuma Cok FPS 60 klo masih frame drop aneh betul 😠,0
Pengalaman saya sangat menyenangkan sekali,2
Biasa aja,1
Asal ban,0
Mantap😎,2
"Sorry belum bisa saya kasih full bintang nya,tolong perbaiki dulu gamenya yg benar baru saya bisa kasih full bintangnya..karena game sekarang kebanyak kan ngelag,kadang""game nya gak bisa masuk dalam pertempuran,yg paling saya geram.pas udah masuk kita belum apa""ini. tiba""udah mati sendiri gak bisa masuk lagi dalam pertempuran,mohon perbaiki yg benar game nya.jangan asal update.update game yg benar sikit,rugi kita orang beli paket banyak""cuma untuk maen game.tau""game nya kayak gini.",0
"Halo, aku kasih dua dulu, sekarang sudah nggak dibatasi tier nya, cuma yang paling meresahkan sekarang bug damage sama bug terjadi sering di event sehabis di recall saya nggak bisa lihat siapa², tolong segera betulkan ya min",0
Game burik,0
Pengalaman saya sangat menyenangkan sekali,2
GEMYA BURIK LEBI BAGUS FF KALAU KAYAGINI NGAK YADI PNSI DARI FF,0
"Makin banyak bug, jaringan pada server juga sering ilang""an",0
Gem sakat liumayan,2
Bagus,2
Di cobak dulu,0
MAKIN BURIK VB1,0
Gak tau mau komen apa,1
Maaf sebelumnya ini kenapa setelah update malah susah banget ya buat login gamenya dan juga banyak banget bug didalam game jadi males mainnya.,0
Gooooooddddddddddddddddddddd,2
Berat,0
Ini servernya makin lama kok makin buruk buat login aja susah !!!,0
Sistem login game selalu gagal. Padahal sanyal bagus gak Ada hambatan,0
semakin loe naikin data loe terus terusan semakin sepi game loe. Rindu tencent,0
Saya kasih 3 bintang boleh itu😁😂,1
Dasar lama nungunya cepet ngapa,2
Bagus aja sih tapi sering frame mungkin Krn hp saya kentang kali👍,1
"Banyak bug, saat event ketika di recall stelah turun posisi player tidak sesuai dengan map , ketika melakukan relog tombol senjata malah hilang dan suara tidak terdengar team kita. Bug damage, 40 peluru smpai habis musuh tidak knocked (fyi saya level ace dominator)",0
"Gameplay nya dah bagus,kecepatan jaringan bagus juga,grafik dah bagus, cuman bug nya di perbaiki aja,jadi kurang seru main pubg kalau masih banyak bug, mohon di perbaiki, terima kasih",1
Mantap,2
The beast,2
"sebenernya ini game bagus bagus aja, cuman karena size dari gamenya udah gede + game ini berat pas di war, kadang juga sampe ngefreeze dan itu bener bener hp ndak bisa digerakin. mohon untuk PUBGM ini direndahkan spesifikasinya lagi agar gamenya mudah berjalan lancar dan untuk skin jangan terlalu maksain ngasih banyak banyak, soalnya main game kan tujuannya untuk bersenang senang, bukan memamerkan kekayaan",1
Mungkin game ini bagus selama hp saya bisa memainkan nya,1
Game nya bagus cuman grafik nya terlalu tinggi trus ga ada kamera lebih jauh huh tpi lumayan ya 😊,1
ngelag,0
Game nya seru,2
Saran saya MB nya besar bangett tapi grafiknya memuaskan!!,1
Ppppppppppppppppppppppppppppppppppp00pppppppppppppp0000000000000pppppppppppppppppppppppppppppppp0000pppppppppppppppppppppppppppppp0000000000000pppppppppppppppppppppppppppppppppppppppppppppppoppoppppopppppppppppppppppppppppppppopoopopopopopopooop9popopopopopopppppppppppppppppp0000p0ppppiiiufjjfnjfnflpppppppppppppppppppppppppppppoooeoeodooddo9ddoododpdododpdppdpdpdpdododododpdppddppdpdpdpdpdpdppdpdpdpdpddpspdpspdpsppspspspspspsppspspppppppopopoopooppppoooooo gem ini haram😜😜,0
Game kok pelakiat😂😂😂😂,1
Permainan nya ......... Seru sekali,2
Masih sering loading pada saat sedang bermain,2
"Dulu sih masih enak main walau ram 2 sekarang udah dikit"" frame dikit"" frame udah kek main codm aja",0
Game yang sangat menyenangkan,1
Metro royalenya kurang fitur harusnya ditambahin kayak map baru gitu fitur baru bukan senjata doang,0
"Maaf min cuma 4 bintang doank, mines dari gamenya sering lag, terus bug ketika mau ngangkat teman/rekan ketika knock gak bisa di turunin itu meresahkan min, masa mau di granat dulu baru bisa di turunin, terus kalo main di peta livik pake scope 6x kadang2 gak bisa di turunin. Tapi overall gameplay sama fitur2 nya mantap sih 🔥",2
Game ny bagus bgt kalian wajib donlowd ini game (:,2
Seru gamenya.... Tapi jangan terlalu banyak bug Yo pabji😂,2
Sepi ya.. yg hp kentang banyak yg pensiun.,1
"Seimbangin donk Masa Gw Mati Ke 94 tapi -25 Sedangkan gw main di posisi ke 5 Naik nya Cuma +15 Menteng Mentang Diamond,,, terimakasih tanggapan nya saya harap poin saya bisa naik lagi,, saya emang ga terlalu jago main makannya juga saya mainnnya solo Mulu supaya ga membebani tim saya saya juga main tujuan nya buat have fun tapi malah makin strees,, bakal naikin bintang nya ke 5 kalo saya naik crown🙏🏻",0
ini batas rank hilangin lah ngak seru,1
kebanyakan update tapi bug gak dibenerin,2
"Buat developer tolong update lgi seperti detail rumah, pencahayaan kaya pubg PC trus tambahin map deston, please",2
Owueokam 02910 01948,2
game nya bagus tapi aku gk tapi suka,1
Kenapa terkadang sat saya main berdua ato ber empat saya kok gak pernah dapet tim ya mainya itu selalu sendirian padahal saya udah memilih mode permainan bersama rekan satu tim ber 4 ato ber 2 tapi tetap aja mainya terkadang sendirian saya kan juga ingin main ber 2 ato ber 4 bersama rekan satu tim malah cuma sendirian terus kecuali di cat publik ato cari teman sendiri di cat publik,1
Mending main ff gem bocil tapi yang main poro,0
Bagus,2
Tolong mode ringan buat ram 4 biar player old pada main...hp ram 4 sudah terlalu berat untuk buat game pubg..semoga di mengerti terimaksih:),1
Terlalu banyak bag,1
"Update aplikasi doang. Isinya sm aja, bug ada, cheat ada",1
Bagus,2
Semangat WWCD!!!!!,1
Kurang asik lebih asik codm,2
"Saya sudah lama tidak bermain pubg karena device HP yg kurang mendukung untuk bermain dan setelah saya sudah berganti Device HP saya kembali bermain pubg dengan updatean terbaru terutama mode recall team, tapi ntah kenapa saya mendapatkan bug saat recall team. Contohnya saat turun setelah di recall arahnya gak tau kemana,teman satu tim/musuh gak kelihatan di mini map,dan satu lagi saat diknock end musuh tidak bisa melihat pertempuran satu tim. Mohon bug ini segera diperbaiki agar main dgn lancar",0
Mayan,1
Unlock smooth extreme untuk redmi note 10 pro..please,2
Tolong di perbaiki Jadi yg lebih bagus,0
Om,1
Lumayannnnn,1
Nge stuck lagi nge stuck lagi gimana si ini krafton,1
"Aku,,gak ngerti cara mainnya ok langsung aja download 😎😎",1
"Wahai developer kenapa saya kalau login ada notifikasi otoriasi dibatalkan, saya jadi tidak bisa login, tolong perbaiki agar saya bisa login facebook lqgi",1
Meski kadang suka ngebuk,2
"Min kenapa update terbaru suara kendaraan Bagy, Mirado, Dacia, Rony, Pickup, Jip UAZ, Minibus, Skuter, Motor, Snowbike gak ada suaranya",1
masih banyak bug bug yang bikin kurang nyaman saat bermain tolong diperbaikin demi kenyaman bersama,1
assslamualaikum depeloper ini game haram ngk terimakasih,2
Bug nya di fixs lah,1
"overall game nya oke oke aja si, banyak yang ngeluh tentang bug, cuman di aku Alhamdulillah ga ada bug samsek",2
"Bnyak updet , 😡",0
"Gameplaynya bagus, sayang terlalu banyak bug. Apa mungkin game terlalu berat, atau pengadaan mode² yg tidak penting. Tolong diperbaikin itu bug kalo lompat tiba² melayang, ketika mendarat tiba² knock. Parah ini bugnya. Bikin peminat jadi berkurang lho kalo tidak ada perbaikan.",1
Bagus,2
"Keren lah, kasi keringanan lah buat hp kentang",1
